,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score,GameTier
1620,2557,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,75.0,76.0,0.10987482614742697,73.24,75.31,49.5532916087158,Medium
1621,2559,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,80.0,83.0,0.037980769230769235,76.47,84.0,53.502660256410245,High
1622,2560,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,79.0,85.0,0.05732946298984035,79.71,90.14,56.63577648766327,High
1623,2561,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.8,45.0,78.0,0.022247254294564908,29.33,82.93,37.42741575143153,Low
1624,2562,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,80.0,81.0,0.08236536430834213,67.27,58.06,41.804121788102776,Low
1625,2563,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0.0,0.09,0.8,87.0,82.0,0.024114774114774112,88.61,86.9,58.51137159137159,High
1626,2564,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,83.0,75.0,0.037980769230769235,80.88,73.33,51.41599358974359,Medium
1627,2566,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78.0,89.0,0.03756538278649549,77.38,96.34,57.91918846092883,High
1628,2567,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,46.0,0.024114774114774112,69.62,44.05,37.898038258038255,Low
1629,2568,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,81.0,0.024114774114774112,84.81,85.71,56.84803825803825,High
1630,2569,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86.0,85.0,0.03756538278649549,86.9,91.46,59.4658551275955,High
1631,2571,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68.0,83.0,0.0489467162329616,62.82,84.62,49.16298223874431,Medium
1632,2576,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,57.0,70.0,0.034817100044072284,48.72,73.56,40.771605700014696,Low
1633,2577,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,57.0,73.0,0.009452253999030541,45.07,74.68,39.91981741799968,Low
1634,2579,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73.0,86.0,0.009452253999030541,67.61,91.14,52.91981741799968,High
1635,2580,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,63.0,0.021965643480709656,64.0,64.63,42.8839885478269,Low
1636,2581,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,48.0,64.0,0.023809523809523808,39.24,65.48,34.91460317460318,Low
1637,2583,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,58.0,0.035779816513761484,67.61,61.63,43.09192660550459,Low
1638,2584,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,79.0,89.0,0.10848400556328233,78.87,91.36,56.779494668521096,High
1639,2587,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,53.0,0.037089871611982884,85.71,52.44,46.06236329053733,Medium
1640,2588,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34.0,53.0,0.052104208416833664,11.27,41.43,17.584034736138946,Low
1641,2590,Darksiders II,X360,2012,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,80.0,0.05660377358490566,85.51,83.1,56.222201257861634,High
1642,2591,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76.0,54.0,0.037089871611982884,75.0,53.66,42.89902995720399,Low
1643,2592,[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,70.0,0.05660377358490566,72.46,69.01,47.175534591194975,Medium
1644,2596,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78.0,84.0,0.14744801512287334,72.22,87.8,53.3891493383743,High
1645,2598,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,69.0,0.023809523809523808,60.76,71.43,44.071269841269846,Medium
1646,2599,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,78.0,0.05660377358490566,73.91,80.28,51.41553459119497,Medium
1647,2600,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,71.0,0.0911214953271028,88.31,71.79,53.397040498442365,High
1648,2603,Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84.0,77.0,0.0911214953271028,84.42,79.49,54.66704049844236,High
1649,2604,Band Hero,X360,2009,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,50.0,0.023809523809523808,74.68,48.81,41.17126984126985,Low
1650,2605,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,83.0,0.03437637725870428,82.05,88.51,56.8647921257529,High
1651,2606,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,82.0,0.10848400556328233,83.1,82.72,55.3094946685211,High
1652,2607,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,73.0,0.03437637725870428,57.69,77.01,44.911458792419566,Medium
1653,2608,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72.0,72.0,0.023809523809523808,69.62,75.0,48.21460317460318,Medium
1654,2609,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53.0,60.0,0.052989130434782615,42.67,63.16,35.29432971014493,Low
1655,2610,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79,69.0,73.0,0.023809523809523808,65.82,76.19,47.34460317460318,Medium
1656,2613,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0.0,0.13,0.78,55.0,31.0,0.06111111111111112,40.85,22.08,20.997037037037035,Low
1657,2614,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,70.0,0.021684032666854404,56.0,73.17,43.063894677555616,Low
1658,2616,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,77.0,0.0235042735042735,81.01,80.95,53.99450142450143,High
1659,2619,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,81.0,0.009331071255453223,84.51,84.81,56.44311035708515,High
1660,2621,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,85.0,0.035321100917431195,67.61,93.02,53.555107033639146,High
1661,2622,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79.0,81.0,0.035321100917431195,74.65,88.37,54.35177370030581,High
1662,2623,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,74.0,0.05230978260869565,86.67,81.58,56.10076992753623,High
1663,2625,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,63.0,0.03661436043747029,52.38,64.63,39.01553812014583,Low
1664,2628,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,78.0,0.021684032666854404,60.0,82.93,47.65056134422229,Medium
1665,2629,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,89.0,0.03393565447333628,88.46,95.4,61.29797855149112,High
1666,2630,Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,82.0,0.03393565447333628,69.23,87.36,52.20797855149112,High
1667,2631,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,77.0,0.021684032666854404,82.67,81.71,54.80056134422228,High
1668,2632,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,84.0,0.009331071255453223,78.87,88.61,55.829777023751824,High
1669,2635,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,86.0,0.047707558859975234,78.21,88.46,55.57256918628665,High
1670,2637,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,63.0,0.05230978260869565,68.0,67.11,45.05410326086957,Medium
1671,2639,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,82.0,0.05230978260869565,88.0,92.11,60.05410326086957,High
1672,2641,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,38.0,0.036138849262957684,41.67,34.15,25.285379616420983,Low
1673,2642,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,74.0,0.021402421852999152,64.0,78.05,47.357134140617674,Medium
1674,2646,MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,86.0,0.0231990231990232,81.01,91.67,57.56773300773301,High
1675,2647,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,71.0,0.021402421852999152,45.33,74.39,39.913800807284325,Low
1676,2648,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,73.0,0.032758620689655175,77.94,76.4,51.45758620689654,Medium
1677,2649,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,63.0,0.032758620689655175,36.76,65.17,33.98758620689655,Low
1678,2651,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,85.0,0.0791974656810982,63.64,70.97,44.896399155227044,Medium
1679,2654,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,49.0,0.055152394775036286,40.58,39.44,26.691717464925013,Low
1680,2655,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,65.0,0.051630434782608696,65.33,69.74,45.04054347826087,Medium
1681,2657,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,66.0,0.009209888511875907,63.38,65.82,43.069736629503964,Low
1682,2661,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,50.0,0.047087980173482036,24.36,42.31,22.23902932672449,Low
1683,2662,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,75.0,0.03349493168796827,64.1,79.31,47.81449831056265,Medium
1684,2664,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,87.0,0.05076820307281229,81.69,90.0,57.246922734357604,High
1685,2665,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,84.0,0.032758620689655175,72.06,88.76,53.61758620689656,High
1686,2666,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,84.0,0.047087980173482036,79.49,85.9,55.14569599339117,High
1687,2667,Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,30.0,0.047087980173482036,33.33,16.67,16.68236266005783,Low
1688,2668,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,59.0,0.03653846153846154,26.47,52.0,26.168846153846157,Low
1689,2669,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,72.0,0.0231990231990232,50.63,75.0,41.88439967439968,Low
1690,2670,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,82.0,0.032758620689655175,75.0,86.52,53.85091954022988,High
1691,2672,Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,67.0,0.0211208110391439,57.33,69.51,42.28704027034638,Low
1692,2679,Driv3r,XB,2004,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,47.0,0.03605769230769231,41.18,36.0,25.738685897435893,Low
1693,2684,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,94.0,87.0,0.10364145658263303,95.74,81.08,58.97454715219421,High
1694,2685,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,68.0,0.0211208110391439,38.67,70.73,36.47370693701305,Low
1695,2686,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,80.0,0.009088705768298594,84.51,83.54,56.0196962352561,High
1696,2687,Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91.0,82.0,0.05952380952380953,91.55,88.31,59.97317460317461,High
1697,2688,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0.0,0.15,0.76,63.0,80.0,0.022893772893772892,58.23,84.52,47.5909645909646,Medium
1698,2695,Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,69.0,0.03605769230769231,54.41,65.33,39.92535256410256,Low
1699,2697,The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,33.0,0.050951086956521736,41.33,27.63,23.00365036231884,Low
1700,2698,Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,81.0,88.0,0.03605769230769231,77.94,90.67,56.215352564102574,High
1701,2699,That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,76.0,0.03605769230769231,16.18,74.67,30.29535256410257,Low
1702,2700,DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,76.0,0.022893772893772892,88.61,79.76,56.1309645909646,High
1703,2703,Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.1,0.76,95.0,88.0,0.050951086956521736,98.67,100.0,66.2403170289855,High
1704,2704,Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,49.0,0.050951086956521736,40.0,48.68,29.57698369565217,Low
1705,2705,Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0.0,0.06,0.76,71.0,78.0,0.034403669724770644,63.38,84.88,49.431467889908255,Medium
1706,2712,Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.75,60.0,60.0,0.022588522588522585,54.43,60.71,38.38752950752951,Low
1707,2713,Wall-E,PS2,2008,Platform,THQ,0.21,0.0,0.0,0.54,0.75,67.0,84.0,0.020839200225288648,58.67,90.24,49.643613066741764,Medium
1708,2714,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,79.0,0.035187826913932484,80.95,84.15,55.04506260897131,High
1709,2716,Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76.0,89.0,0.13988657844990549,69.44,93.9,54.49329552614997,High
1710,2718,Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89.0,84.0,0.09762532981530343,93.55,94.12,62.58920844327177,High
1711,2719,Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55.0,58.0,0.00896752302472128,42.25,55.7,32.65298917434158,Low
1712,2720,Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95.0,73.0,0.08644859813084113,98.7,74.36,57.715482866043615,High
1713,2721,Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0.0,0.08,0.75,81.0,78.0,0.00896752302472128,78.87,81.01,53.29632250767492,High
1714,2722,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0.0,0.08,0.75,58.0,60.0,0.022588522588522585,51.9,60.71,37.54419617419617,Low
1715,2723,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,70.0,0.050271739130434784,52.0,76.32,42.79009057971015,Low
1716,2724,DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86.0,78.0,0.03394495412844037,84.51,84.88,56.474648318042824,High
1717,2725,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.2,0.0,0.14,0.75,72.0,60.0,0.020839200225288648,65.33,60.98,42.110279733408426,Low
1718,2726,LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0.0,0.06,0.75,72.0,52.0,0.05370101596516691,69.57,43.66,37.76123367198839,Low
1719,2727,SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,67.0,0.05370101596516691,82.61,64.79,49.15123367198839,Medium
1720,2728,Shark Tale,PS2,2004,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,65.0,0.03557692307692308,60.29,60.0,40.108525641025636,Low
1721,2730,Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78.0,74.0,0.049432197728790914,73.24,71.43,48.239810732576274,Medium
1722,2734,Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82.0,72.0,0.05873015873015872,78.87,75.32,51.416243386243394,Medium
1723,2735,Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,78.0,0.03557692307692308,80.88,77.33,52.74852564102563,High
1724,2736,Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,75.0,79.0,0.03189655172413793,69.12,83.15,50.767298850574726,Medium
1725,2738,Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0.0,0.08,0.75,62.0,76.0,0.03394495412844037,50.7,82.56,44.43131498470947,Medium
1726,2739,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81.0,79.0,0.049432197728790914,77.46,78.57,52.02647739924293,Medium
1727,2740,MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,76.0,90.0,0.00896752302472128,71.83,96.2,56.01298917434158,High
1728,2741,Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,69.0,71.0,0.020839200225288648,61.33,74.39,45.2469464000751,Medium
1729,2743,Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.17,0.75,59.0,65.0,0.03189655172413793,45.59,67.42,37.680632183908045,Low
1730,2744,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,80.0,69.0,0.03261348611723226,78.21,72.41,50.21753782870574,Medium
1731,2747,The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.25,0.0,0.11,0.74,54.0,71.0,0.02228327228327228,46.84,73.81,40.22409442409442,Low
1732,2748,Band Hero,PS3,2009,Misc,Activision,0.41,0.23,0.0,0.11,0.74,76.0,57.0,0.02228327228327228,74.68,57.14,43.94742775742776,Medium
1733,2749,Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74,79.0,77.0,0.048764195056780216,74.65,75.71,50.136254731685604,Medium
1734,2750,Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0.0,0.06,0.74,63.0,79.0,0.032172763331864265,56.41,83.91,46.78405758777728,Medium
1735,2753,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.21,0.01,0.1,0.74,67.0,72.0,0.02228327228327228,63.29,75.0,46.10409442409443,Medium
1736,2754,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,70.0,88.0,0.008846340281143965,63.38,93.67,52.35294878009372,High
1737,2755,Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,69.0,65.0,0.02228327228327228,65.82,66.67,44.17076109076109,Medium
1738,2756,Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91.0,79.0,0.05793650793650794,91.55,84.42,58.67597883597883,High
1739,2758,Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,80.0,74.0,0.049592391304347824,78.67,81.58,53.43319746376812,High
1740,2760,[Prototype 2],PS3,2012,Action,Activision,0.36,0.28,0.0,0.1,0.74,79.0,68.0,0.05297532656023223,79.71,66.2,48.654325108853406,Medium
1741,2761,Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74,84.0,74.0,0.03146551724137931,82.35,77.53,53.303821839080456,High
1742,2762,Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.29,0.22,0.09,0.74,74.0,72.0,0.03471231573941988,72.62,75.61,49.42157077191314,Medium
1743,2763,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.13,0.74,60.0,71.0,0.032172763331864265,52.56,74.71,42.43405758777729,Low
1744,2767,Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85.0,81.0,0.02228327228327228,86.08,85.71,57.27076109076109,High
1745,2770,Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77.0,67.0,0.049592391304347824,74.67,72.37,49.02986413043478,Medium
1746,2772,Unreal Championship,XB,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,83.0,82.0,0.04522924411400248,82.05,83.33,55.141743081371345,High
1747,2775,Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,86.0,68.0,0.049592391304347824,86.67,73.68,53.46653079710145,High
1748,2776,Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79.0,82.0,0.020557589411433395,74.67,87.8,54.16351919647048,High
1749,2777,MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.07,0.74,87.0,78.0,0.03471231573941988,88.1,82.93,57.02157077191314,High
1750,2778,LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,82.0,80.0,0.03471231573941988,82.14,85.37,55.848237438579815,High
1751,2779,Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74,49.0,63.0,0.032172763331864265,38.46,65.52,34.670724254443954,Low
1752,2781,Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,72.0,83.0,0.10152990264255912,69.01,83.95,51.02050996754753,Medium
1753,2783,Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.15,0.0,0.09,0.73,74.0,73.0,0.021978021978021973,72.15,76.19,49.45399267399267,Medium
1754,2784,Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.33,0.34,0.0,0.06,0.73,85.0,59.0,0.057142857142857134,83.1,58.44,47.19904761904761,Medium
1755,2785,Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.21,0.24,0.08,0.73,72.0,80.0,0.03302752293577982,64.79,87.21,50.677675840978594,Medium
1756,2787,Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.73,55.0,69.0,0.03173204054649625,46.15,72.41,39.53057734684883,Low
1757,2792,Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0.0,0.14,0.73,79.0,66.0,0.03173204054649625,76.92,68.97,48.64057734684883,Medium
1758,2793,Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,55.0,48.0,0.03461538461538462,39.71,37.33,25.691538461538464,Low
1759,2794,Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,0.73,76.0,89.0,0.020275978597578143,70.67,96.34,55.67675865953253,High
1760,2798,WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.49,0.17,0.0,0.06,0.73,78.0,77.0,0.021978021978021973,77.22,80.95,52.730659340659344,High
1761,2799,Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.73,76.0,80.0,0.05224963715529753,75.36,83.1,52.83741654571843,High
1762,2801,Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,79.0,63.0,0.04891304347826087,77.33,67.11,48.16297101449275,Medium
1763,2803,Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,0.54,0.16,0.0,0.03,0.73,80.0,87.0,0.04809619238476954,76.06,90.0,55.36936539746159,High
