,Borough,Major Category,Minor Category,MinorCategory,MajorCategory,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,NormalizedSumYears,CrimeTier
1042,Westminster,Theft and Handling,Other Theft,19,7,21097,20369,20023,21080,19825,16757,13890,13661,12262,12586,15104,16.909406984539025,2
1043,Westminster,Theft and Handling,Other Theft Person,20,7,5383,6392,6582,8467,9514,8584,5958,6170,6061,8766,10543,6.269398843698916,2
1044,Westminster,Theft and Handling,Theft From Motor Vehicle,21,7,3526,2571,2543,2627,2536,2730,2207,1966,2507,2886,3031,1.840585506576044,2
1045,Westminster,Theft and Handling,Theft From Shops,22,7,4704,5711,5260,4643,4385,3961,3795,3950,4187,4655,4461,3.7701574710656645,2
1046,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,719,553,665,544,589,654,819,862,1074,976,745,-0.01694525645503884,1
1047,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,1441,2062,1896,1764,1701,1326,1357,1201,1204,1232,1275,0.8125830925428864,2
1048,Westminster,Violence Against the Person,Assault with Injury,25,8,2902,2950,2950,3077,2514,1884,2065,2127,2173,2331,2328,1.77720256969958,2
1049,Westminster,Violence Against the Person,Common Assault,26,8,1679,1906,2137,2180,1931,1884,2468,3132,3430,3886,4095,1.5668511417120154,2
1050,Westminster,Violence Against the Person,Grievous Bodily Harm,27,8,251,533,279,0,0,0,0,0,0,0,0,-0.6181396279487847,0
1051,Westminster,Violence Against the Person,Harassment,28,8,2605,2708,2475,2209,2102,1921,2327,3009,3550,4359,4689,1.8065074652081377,2
1052,Westminster,Violence Against the Person,Murder,29,8,5,3,2,1,4,5,3,5,2,10,1,-0.7328061319652249,0
1053,Westminster,Violence Against the Person,Offensive Weapon,30,8,338,250,210,217,150,186,202,196,270,360,379,-0.5120203851223407,1
1054,Westminster,Violence Against the Person,Other violence,31,8,456,439,474,405,292,311,362,453,586,833,744,-0.3167654184573667,1
1055,Westminster,Violence Against the Person,Wounding/GBH,32,8,237,0,208,466,334,833,1154,1173,1160,1261,1239,-0.11840235681421236,1
